SrcEntity	TgtEntity	Score
http://purl.obolibrary.org/obo/GO_2000607	http://purl.obolibrary.org/obo/GO_2000606	0.845
http://purl.obolibrary.org/obo/GO_1903317	http://purl.obolibrary.org/obo/GO_1903319	0.861
http://purl.obolibrary.org/obo/GO_0051147	http://purl.obolibrary.org/obo/GO_0051149	0.835
http://purl.obolibrary.org/obo/GO_0080154	http://purl.obolibrary.org/obo/GO_1905516	0.857
http://purl.obolibrary.org/obo/GO_1902584	http://purl.obolibrary.org/obo/GO_2000070	0.817
http://purl.obolibrary.org/obo/GO_0015085	http://purl.obolibrary.org/obo/GO_0022849	0.737
http://purl.obolibrary.org/obo/UBERON_0034902	http://purl.obolibrary.org/obo/UBERON_0034901	0.799
http://purl.obolibrary.org/obo/CHEBI_33233	http://purl.obolibrary.org/obo/GO_1990777	0.71
http://purl.obolibrary.org/obo/CHEBI_64600	http://purl.obolibrary.org/obo/GO_0042562	0.771
http://purl.obolibrary.org/obo/GO_1905128	http://purl.obolibrary.org/obo/GO_1905126	0.895
http://purl.obolibrary.org/obo/GO_1903318	http://purl.obolibrary.org/obo/GO_1903317	0.909
http://purl.obolibrary.org/obo/GO_0005372	http://purl.obolibrary.org/obo/GO_0015250	0.759
http://purl.obolibrary.org/obo/UBERON_0034888	http://purl.obolibrary.org/obo/UBERON_0022315	0.807
http://purl.obolibrary.org/obo/UBERON_0004228	http://purl.obolibrary.org/obo/GO_0014832	0.884
http://purl.obolibrary.org/obo/GO_0050820	http://purl.obolibrary.org/obo/GO_0050818	0.806
http://purl.obolibrary.org/obo/UBERON_2001053	http://purl.obolibrary.org/obo/UBERON_0007143	0.813
http://purl.obolibrary.org/obo/GO_1901564	http://purl.obolibrary.org/obo/GO_1901566	0.823
http://purl.obolibrary.org/obo/UBERON_0003956	http://purl.obolibrary.org/obo/UBERON_0001850	0.733
http://purl.obolibrary.org/obo/UBERON_0004638	http://purl.obolibrary.org/obo/UBERON_0002042	0.83
http://purl.obolibrary.org/obo/GO_1901645	http://purl.obolibrary.org/obo/GO_1901647	0.918
http://purl.obolibrary.org/obo/GO_0072341	http://purl.obolibrary.org/obo/GO_0016597	0.791
http://purl.obolibrary.org/obo/GO_0045935	http://purl.obolibrary.org/obo/GO_0045934	0.809
http://purl.obolibrary.org/obo/GO_1904413	http://purl.obolibrary.org/obo/GO_1904414	0.875
http://purl.obolibrary.org/obo/GO_0051954	http://purl.obolibrary.org/obo/GO_0051952	0.878
http://purl.obolibrary.org/obo/GO_0030707	http://purl.obolibrary.org/obo/GO_0007297	0.677
http://purl.obolibrary.org/obo/UBERON_0003413	http://purl.obolibrary.org/obo/UBERON_0003412	0.868
http://purl.obolibrary.org/obo/GO_1905349	http://purl.obolibrary.org/obo/GO_0035869	0.71
http://purl.obolibrary.org/obo/GO_1902747	http://purl.obolibrary.org/obo/GO_1902746	0.856
http://purl.obolibrary.org/obo/UBERON_0010145	http://purl.obolibrary.org/obo/UBERON_0010187	0.781
http://purl.obolibrary.org/obo/GO_0003331	http://purl.obolibrary.org/obo/GO_0003330	0.84
http://purl.obolibrary.org/obo/GO_1903232	http://purl.obolibrary.org/obo/GO_0032438	0.726
http://purl.obolibrary.org/obo/CL_0000502	http://purl.obolibrary.org/obo/CL_0002277	0.686
http://purl.obolibrary.org/obo/GO_0021989	http://purl.obolibrary.org/obo/GO_0021988	0.684
http://purl.obolibrary.org/obo/UBERON_0006947	http://purl.obolibrary.org/obo/UBERON_0006261	0.798
http://purl.obolibrary.org/obo/GO_0048710	http://purl.obolibrary.org/obo/GO_0048711	0.862
http://purl.obolibrary.org/obo/GO_0051952	http://purl.obolibrary.org/obo/GO_0051954	0.837
http://purl.obolibrary.org/obo/GO_1900073	http://purl.obolibrary.org/obo/GO_1900075	0.913
http://purl.obolibrary.org/obo/UBERON_0003466	http://purl.obolibrary.org/obo/UBERON_0003466	0.826
http://purl.obolibrary.org/obo/GO_0051149	http://purl.obolibrary.org/obo/GO_0051147	0.9
http://purl.obolibrary.org/obo/GO_1904527	http://purl.obolibrary.org/obo/GO_1904526	0.899
http://purl.obolibrary.org/obo/UBERON_0016509	http://purl.obolibrary.org/obo/UBERON_0016522	0.815
http://purl.obolibrary.org/obo/GO_0045939	http://purl.obolibrary.org/obo/GO_0045940	0.867
http://purl.obolibrary.org/obo/UBERON_0005867	http://purl.obolibrary.org/obo/UBERON_0005868	0.737
http://purl.obolibrary.org/obo/GO_0042219	http://purl.obolibrary.org/obo/GO_0006575	0.846
http://purl.obolibrary.org/obo/GO_1901534	http://purl.obolibrary.org/obo/GO_1902036	0.865
http://purl.obolibrary.org/obo/UBERON_0001764	http://purl.obolibrary.org/obo/UBERON_0006615	0.819
http://purl.obolibrary.org/obo/UBERON_0004492	http://purl.obolibrary.org/obo/UBERON_0004491	0.859
http://purl.obolibrary.org/obo/GO_1905555	http://purl.obolibrary.org/obo/GO_1905553	0.893
http://purl.obolibrary.org/obo/UBERON_0004491	http://purl.obolibrary.org/obo/UBERON_0003383	0.888
http://purl.obolibrary.org/obo/GO_0021975	http://purl.obolibrary.org/obo/GO_0021957	0.707
http://purl.obolibrary.org/obo/GO_0035208	http://purl.obolibrary.org/obo/GO_0035206	0.88
